lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
5,151.0,0,8,9,4,3,0,2018,2,1
4,119.0,1,8,29,4,0,1,2018,2,0
45,112.8,1,4,17,4,1,2,2018,2,1
16,74.8,2,11,13,4,4,2,2018,2,1
57,84.69,1,10,10,4,1,2,2017,2,0
43,86.75,0,1,14,4,3,0,2018,2,1
188,130.0,0,6,15,4,2,0,2018,1,1
219,152.99,1,8,30,4,2,0,2018,3,1
93,115.0,0,10,15,3,1,2,2018,1,1
123,81.5,1,4,12,4,5,0,2018,0,0
245,110.0,0,7,6,4,4,2,2018,1,1
163,122.4,2,12,26,4,2,1,2018,3,0
113,151.2,0,10,9,4,3,2,2018,3,0
110,70.0,0,12,9,3,1,0,2017,2,0
245,75.0,0,6,17,3,2,0,2018,2,1
2,98.0,1,1,22,4,2,0,2018,2,0
35,99.0,0,9,26,3,0,1,2018,1,0
16,98.0,1,1,15,4,2,1,2018,2,0
61,63.58,0,3,19,3,2,2,2018,2,0
2,198.28,1,10,19,4,3,0,2018,3,0
116,61.0,0,2,28,3,1,2,2018,1,1
62,96.23,0,9,4,4,2,2,2018,2,1
3,70.0,0,10,7,3,4,0,2017,2,0
234,80.75,0,8,31,4,4,0,2018,2,1
27,129.0,0,3,22,4,3,0,2018,2,1
36,110.0,0,9,11,2,3,2,2018,1,0
163,73.37,1,4,9,4,5,2,2018,2,0
29,104.0,1,11,30,4,4,2,2018,2,0
19,145.0,1,9,5,4,1,1,2018,2,1
14,136.0,1,10,5,4,2,1,2017,2,0
27,48.33,0,12,22,3,5,1,2017,2,0
31,134.1,1,10,4,4,1,0,2018,2,0
213,130.0,0,6,7,4,3,0,2018,2,1
86,95.0,0,9,9,2,2,0,2017,2,0
113,96.3,1,4,15,4,2,0,2018,2,0
239,80.75,2,6,28,4,5,0,2018,2,1
99,118.8,2,10,19,4,4,0,2018,2,0
0,65.0,0,7,27,2,2,1,2017,1,0
66,109.29,1,9,14,4,4,1,2018,2,0
2,92.67,1,11,20,4,1,2,2018,2,0
50,122.0,1,10,31,4,3,1,2018,2,0
87,89.25,1,9,18,4,2,1,2017,2,0
0,89.0,0,4,13,4,1,0,2018,1,0
246,96.73,1,7,20,3,3,0,2018,3,1
5,95.0,0,4,11,0,11,5,2018,1,1
177,100.0,0,6,3,3,2,0,2018,2,1
20,160.0,1,7,5,4,1,0,2018,2,0
0,89.0,0,3,1,4,1,0,2018,2,0
386,90.0,0,10,23,3,0,2,2018,1,0
119,97.75,1,7,13,3,3,0,2018,2,0
37,148.95,0,4,27,4,4,0,2018,3,1
115,76.0,0,2,27,3,2,2,2018,1,0
64,126.9,0,6,10,4,2,0,2018,2,1
2,129.0,1,5,13,4,1,0,2018,2,0
4,145.0,2,10,25,4,4,0,2018,2,0
55,104.0,0,4,6,3,1,0,2018,2,0
180,85.0,0,11,27,4,2,2,2018,2,1
43,118.0,0,12,31,3,3,0,2017,2,0
5,89.89,3,11,27,4,2,2,2018,2,0
8,114.0,2,12,12,4,0,1,2018,2,0
159,70.0,1,4,9,3,1,1,2018,2,0
86,81.86,1,12,30,4,3,0,2017,2,0
54,65.0,0,11,18,2,1,0,2017,1,0
39,109.0,0,8,14,3,2,0,2017,2,0
146,116.17,2,8,1,4,5,1,2018,2,1
134,119.85,1,6,9,4,5,2,2018,2,1
40,107.1,0,4,1,4,2,1,2018,2,1
2,85.03,1,2,11,4,3,0,2018,2,1
8,85.96,1,3,4,4,2,2,2018,2,1
114,128.7,0,8,27,4,1,0,2018,2,1
69,125.1,0,9,10,4,1,0,2018,2,0
221,65.0,0,10,17,3,1,2,2017,2,0
117,94.5,0,8,1,3,1,2,2017,2,1
53,120.0,0,10,14,3,1,0,2018,1,0
236,97.6,0,10,17,3,3,1,2018,2,1
54,159.3,2,6,17,4,2,1,2018,3,0
142,114.3,0,5,22,4,1,2,2018,2,0
195,158.95,0,7,18,4,3,1,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,1
36,88.0,2,11,25,4,2,1,2018,2,0
8,83.39,1,10,25,4,1,0,2018,1,0
190,84.25,0,8,9,3,5,0,2018,2,0
346,115.0,1,9,13,3,2,0,2018,2,1
34,85.0,0,10,20,3,3,0,2018,2,0
33,108.9,0,5,25,4,1,0,2018,2,0
136,93.08,0,7,2,4,2,2,2018,2,1
136,221.3,1,8,12,4,2,0,2018,2,1
111,55.96,1,7,22,4,2,0,2017,1,0
105,107.1,1,8,6,4,1,1,2018,2,0
35,85.0,0,10,20,3,3,0,2018,2,0
63,103.95,2,9,4,4,2,2,2018,2,0
50,65.66,0,3,5,4,2,2,2018,2,1
15,90.0,1,8,27,4,2,0,2017,2,0
164,100.0,0,10,2,3,2,0,2017,1,1
44,87.2,0,12,3,3,2,2,2018,2,0
57,127.8,0,11,21,4,2,1,2018,2,1
30,133.58,0,5,21,4,2,2,2018,2,0
51,118.8,1,10,4,4,3,0,2018,2,0
103,115.0,0,4,19,3,2,0,2018,1,1
32,63.33,0,12,27,3,5,1,2018,1,0
174,119.85,1,9,2,4,2,2,2018,2,1
0,200.0,0,9,18,4,1,0,2017,2,0
36,112.59,1,9,9,4,1,0,2018,2,0
178,112.01,0,9,2,4,5,2,2018,2,1
25,75.0,0,10,20,3,3,0,2017,2,0
115,60.0,0,2,27,4,2,2,2018,1,1
15,79.0,0,2,12,4,2,0,2018,2,1
3,123.0,0,10,19,2,2,1,2017,2,0
151,80.0,0,1,19,3,3,0,2018,1,0
13,65.0,0,10,19,2,1,1,2017,1,0
1,65.0,0,11,19,2,1,0,2017,1,0
39,126.0,1,10,2,4,1,2,2018,2,1
90,114.3,1,4,15,4,2,1,2018,2,0
6,95.0,0,5,23,2,0,1,2018,1,0
96,84.58,1,4,17,4,2,2,2018,2,0
327,88.0,0,9,9,3,4,2,2017,2,0
126,77.03,1,7,25,4,2,1,2018,2,0
75,105.0,0,10,30,3,0,2,2018,2,1
64,132.3,1,10,14,4,2,1,2018,2,0
279,110.0,0,10,12,4,3,0,2018,2,1
162,103.5,0,8,8,4,2,1,2018,1,1
31,77.0,0,2,4,2,2,0,2018,2,0
102,101.5,0,10,16,3,2,0,2017,2,1
2,0.0,4,10,30,1,0,2,2018,2,0
30,121.0,0,9,30,3,2,0,2017,2,0
110,106.68,0,5,3,4,4,0,2018,2,1
212,70.0,1,5,20,3,3,2,2018,1,0
12,129.0,2,10,29,4,1,2,2018,2,0
23,117.0,2,10,8,4,2,0,2017,2,0
303,73.95,1,11,18,4,2,2,2018,2,0
257,65.29,2,10,4,4,3,2,2017,2,0
44,75.0,0,2,17,3,3,0,2018,2,0
69,68.0,1,7,22,4,4,0,2017,1,1
322,52.0,0,12,9,3,2,0,2018,2,0
67,140.4,0,5,4,4,1,0,2018,2,1
17,48.0,0,10,16,3,2,0,2017,2,0
109,77.03,1,4,30,4,1,2,2018,2,0
27,140.2,0,9,26,4,1,1,2018,3,1
74,102.6,1,12,26,4,2,1,2018,2,0
280,110.0,0,9,19,4,2,1,2018,2,1
1,128.0,2,8,17,4,1,0,2018,2,0
212,81.77,0,6,19,4,0,2,2018,2,1
140,70.0,0,12,29,3,5,0,2017,2,0
16,165.0,3,9,5,4,1,2,2017,2,0
7,144.0,0,5,5,3,3,0,2018,2,0
4,85.5,0,4,7,3,3,0,2018,2,0
30,186.22,1,11,2,4,9,4,2018,1,1
134,135.0,2,10,15,4,1,2,2018,2,0
128,43.43,1,2,5,3,5,2,2018,2,0
160,70.0,0,12,30,3,3,0,2017,2,0
268,67.5,2,12,16,4,2,1,2018,2,1
74,101.5,0,9,18,3,2,0,2017,2,0
290,72.0,1,6,17,3,2,1,2018,2,0
68,67.5,1,3,11,4,2,0,2018,2,0
9,120.0,1,11,14,4,3,1,2018,2,0
91,140.4,0,5,13,4,2,1,2018,2,1
13,85.0,1,3,20,3,0,1,2018,2,0
206,132.77,0,9,23,4,3,2,2018,2,1
47,88.52,1,4,28,4,3,1,2018,2,0
116,61.0,0,2,28,3,1,2,2018,1,1
81,80.75,0,10,16,3,3,2,2018,2,0
78,100.0,0,3,25,3,2,1,2018,2,1
1,75.0,1,6,17,3,2,1,2018,2,0
180,108.9,1,10,1,4,1,2,2018,2,1
10,91.0,1,6,23,4,1,0,2018,2,0
124,72.5,0,8,8,3,1,2,2017,1,0
73,168.3,2,9,6,4,2,0,2018,3,0
17,85.0,0,10,3,3,2,1,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,1
164,115.0,0,10,16,3,0,1,2018,1,1
192,95.0,0,6,24,3,2,0,2018,1,0
10,164.0,2,9,11,4,1,2,2018,2,0
1,176.0,0,9,22,3,3,1,2018,2,0
50,90.9,1,3,28,4,0,1,2018,2,0
21,65.0,0,12,17,2,2,0,2017,1,0
269,70.0,1,12,29,3,3,2,2018,1,0
30,117.3,1,3,2,4,4,0,2018,3,0
10,129.0,0,9,3,4,1,0,2018,2,1
41,65.0,1,12,27,3,1,0,2018,2,0
15,75.0,0,8,18,3,4,0,2017,2,0
8,130.0,0,11,5,3,1,0,2018,2,0
15,89.0,0,7,20,4,1,0,2018,2,1
119,119.85,1,6,1,4,5,2,2018,2,0
47,77.35,1,3,14,4,3,1,2018,2,0
143,88.69,1,12,4,4,0,2,2018,2,0
3,65.0,0,11,29,2,2,2,2017,1,0
171,137.7,0,8,22,4,1,1,2018,3,1
44,103.95,0,3,17,4,2,0,2018,1,0
100,73.95,0,3,17,4,3,1,2018,2,0
23,95.0,0,10,15,0,1,2,2018,1,1
81,146.6,1,11,6,4,2,2,2018,1,0
67,123.3,1,7,20,4,2,0,2018,2,0
19,147.0,0,3,18,4,2,0,2018,2,1
0,138.0,0,8,17,4,0,1,2017,2,0
80,136.0,0,10,9,3,2,0,2017,2,0
193,120.7,1,12,28,4,4,0,2018,3,1
31,111.6,1,10,2,4,1,0,2017,2,1
71,131.18,0,4,25,4,5,1,2018,3,0
267,95.0,0,9,30,3,2,1,2018,2,1
46,106.2,2,11,3,4,3,0,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,1
359,78.0,1,10,14,3,3,2,2018,2,0
91,60.0,0,12,28,3,2,1,2017,2,0
142,101.15,0,9,4,3,1,2,2018,2,0
4,155.0,1,9,21,4,0,1,2017,2,0
245,75.0,0,6,17,3,2,0,2018,2,1
22,107.03,1,9,25,4,0,2,2018,2,0
308,68.69,0,9,1,4,3,0,2018,2,1
1,114.0,0,9,9,4,2,0,2017,1,0
309,65.0,0,5,13,3,2,1,2018,2,0
153,103.5,1,7,29,4,1,0,2018,2,1
32,109.8,0,4,14,4,3,1,2018,2,1
184,96.3,2,10,17,4,3,1,2018,2,0
14,146.2,2,3,19,4,3,2,2018,2,0
8,72.38,1,12,6,4,2,0,2018,1,0
46,106.8,1,3,17,4,3,0,2018,2,1
34,117.0,2,9,25,4,1,2,2018,2,0
23,99.0,1,10,30,4,3,2,2018,2,1
13,66.0,0,2,1,3,3,1,2018,2,0
29,66.18,1,12,2,2,2,0,2018,1,0
11,86.0,0,12,19,4,2,1,2018,1,0
0,0.0,1,3,22,1,1,0,2018,2,0
55,79.2,1,12,9,4,2,1,2018,2,0
169,158.95,1,7,3,4,3,2,2018,2,1
31,198.9,0,5,6,4,2,0,2018,2,1
139,85.5,0,7,2,4,1,0,2018,2,1
27,115.0,1,9,18,4,2,1,2017,2,0
110,63.75,0,8,14,3,1,2,2018,2,0
220,126.9,1,9,28,4,2,0,2018,2,1
118,110.0,0,6,6,3,2,1,2018,1,0
222,100.58,1,8,28,4,4,2,2018,2,1
129,103.5,0,8,11,4,3,2,2018,2,1
110,70.0,0,12,9,3,4,0,2017,2,0
8,65.0,0,9,29,2,3,0,2017,1,0
37,211.5,0,6,10,4,3,2,2018,2,1
159,103.21,0,6,12,4,2,2,2018,2,1
37,105.3,0,4,11,4,1,1,2018,2,1
7,90.0,1,8,12,4,4,1,2017,2,1
190,70.0,0,4,9,3,1,1,2018,2,1
24,0.0,0,8,15,1,0,1,2018,2,0
27,119.33,1,11,12,4,1,2,2018,2,0
4,88.0,0,12,1,4,1,0,2018,2,0
0,124.0,0,8,21,4,2,1,2017,2,1
33,67.52,0,3,8,3,2,0,2018,2,0
104,75.0,0,12,3,3,3,0,2017,2,0
4,165.0,1,5,5,4,1,0,2018,2,0
104,135.9,1,5,17,4,3,0,2018,2,0
106,85.7,1,4,28,4,3,0,2018,2,0
4,0.0,1,8,23,1,1,2,2017,1,0
280,100.0,0,9,19,3,2,1,2018,1,1
180,98.1,1,10,10,4,0,1,2018,1,1
184,122.4,0,10,4,4,3,0,2018,2,1
119,81.47,1,10,24,4,3,1,2018,2,0
0,72.0,0,1,2,3,1,0,2018,2,0
103,115.0,0,4,19,4,2,0,2018,1,1
123,76.5,1,8,12,4,2,0,2017,2,0
1,0.0,0,4,8,4,2,0,2018,2,0
50,181.8,0,8,30,4,3,0,2018,2,0
80,80.75,0,3,26,3,4,2,2018,2,0
83,90.0,2,11,2,4,3,0,2018,2,0
9,117.0,0,2,17,3,3,0,2018,2,0
109,72.25,0,7,18,4,6,3,2018,2,1
13,96.0,0,2,3,2,4,0,2018,2,0
71,120.0,0,6,14,3,3,0,2018,1,0
51,126.36,0,5,28,4,1,1,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,1
77,99.96,0,10,10,3,3,1,2018,2,0
221,90.0,0,10,17,3,1,2,2017,3,0
13,131.6,0,4,14,3,1,0,2018,2,0
238,159.3,1,10,6,4,3,0,2018,3,1
1,140.0,0,10,11,4,2,0,2018,2,0
230,137.0,0,9,6,4,5,0,2018,2,1
275,91.69,0,10,9,4,5,3,2018,1,1
3,139.0,0,8,6,4,1,0,2018,2,1
6,37.33,0,11,22,3,1,2,2017,1,0
25,88.0,0,9,11,4,0,2,2018,2,0
24,95.0,1,10,9,3,1,2,2018,2,0
80,62.83,1,9,3,4,3,1,2017,2,0
144,131.7,0,8,24,4,3,0,2018,3,1
79,75.0,0,11,13,3,2,0,2017,2,0
297,106.0,0,12,19,2,2,1,2018,1,0
2,151.0,1,4,29,4,4,2,2018,2,0
124,96.3,1,6,27,4,2,1,2018,2,0
112,76.5,1,8,17,4,2,1,2017,2,0
22,120.5,0,1,1,4,2,2,2018,2,0
7,74.8,4,12,29,4,1,0,2018,2,0
8,65.0,1,10,6,2,1,0,2018,1,0
257,101.5,0,7,1,3,2,0,2017,2,1
210,96.3,0,10,19,4,4,0,2018,2,1
74,137.7,3,7,13,4,4,0,2018,3,0
8,111.0,3,2,21,4,1,2,2018,2,0
207,168.3,1,8,4,4,1,0,2018,2,1
57,75.33,1,6,10,3,2,1,2018,1,0
270,62.8,0,4,20,3,4,0,2018,2,1
58,94.5,1,10,9,4,2,0,2017,2,0
55,74.8,2,12,13,4,4,0,2018,1,0
46,134.1,1,6,29,4,2,0,2018,2,0
39,101.5,0,8,14,3,2,0,2017,2,0
174,87.72,0,12,7,4,4,0,2018,3,0
69,125.1,1,9,12,4,0,1,2018,2,0
22,65.0,0,12,18,2,1,0,2017,1,0
82,89.25,2,9,5,4,1,0,2017,2,0
54,85.0,0,8,11,3,3,2,2018,2,1
0,134.0,0,7,24,4,0,2,2018,2,0
29,67.5,1,11,16,3,3,0,2018,1,0
13,176.33,0,9,27,4,2,0,2018,1,0
1,75.0,0,1,3,4,0,1,2018,2,0
168,85.0,0,4,22,3,2,1,2018,2,1
96,90.95,0,9,13,3,3,0,2018,2,0
79,156.6,1,12,27,4,1,0,2018,2,0
188,130.0,0,6,15,3,2,0,2018,1,1
245,110.0,0,7,6,3,4,2,2018,1,1
74,97.92,0,9,24,3,1,0,2018,1,0
179,90.95,1,7,17,4,2,2,2018,1,0
108,127.8,2,8,8,4,4,1,2018,2,0
69,120.0,0,6,12,3,4,2,2018,1,1
56,118.95,0,9,5,4,5,1,2018,2,0
8,126.0,0,5,10,4,2,0,2018,2,0
56,165.33,0,4,18,4,3,1,2018,2,1
87,90.0,0,9,11,2,1,0,2017,1,1
71,98.0,0,5,10,3,3,0,2018,1,0
34,95.2,0,12,25,4,2,2,2018,2,1
64,101.52,0,9,28,3,3,0,2018,2,0
1,202.0,0,12,10,4,1,0,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,1
150,101.0,0,1,2,3,1,2,2018,2,0
69,120.0,0,6,12,3,4,2,2018,1,1
3,67.0,1,9,19,2,1,1,2018,1,0
115,76.0,0,2,27,3,2,2,2018,1,0
4,57.75,0,12,1,4,2,0,2017,2,0
27,80.75,1,5,29,3,2,2,2018,2,0
0,106.0,2,8,19,4,1,0,2017,2,0
220,104.55,0,12,21,4,4,1,2018,3,0
127,80.1,2,10,30,4,0,1,2018,2,0
152,90.9,0,8,26,4,2,1,2018,1,1
108,123.25,2,7,5,4,5,1,2018,2,1
41,81.77,1,11,8,4,2,2,2017,2,0
132,102.28,0,7,21,4,4,2,2018,2,1
46,140.4,1,5,12,4,5,2,2018,2,0
120,94.5,0,7,18,4,1,1,2018,2,0
1,90.0,0,9,9,2,2,0,2017,1,0
57,23.0,0,2,8,4,2,1,2018,2,0
3,91.0,1,3,8,4,3,0,2018,2,0
201,98.1,0,10,1,4,1,1,2018,2,1
10,89.3,0,1,14,4,1,0,2018,2,0
301,52.0,0,11,18,3,2,0,2018,2,1
59,129.2,2,12,13,4,5,0,2018,2,0
233,90.0,0,10,14,3,2,1,2018,2,1
19,99.0,2,9,12,4,0,1,2018,1,0
95,37.33,1,3,22,3,3,0,2018,1,0
39,109.0,0,8,14,3,2,0,2017,2,0
16,0.0,0,2,24,4,0,0,2018,2,0
36,102.6,2,10,13,4,1,0,2018,1,0
172,96.3,1,6,27,4,2,1,2018,2,0
134,89.25,0,7,13,4,4,0,2018,2,0
6,80.0,1,3,2,4,2,0,2018,1,0
180,129.7,1,8,3,4,5,2,2018,2,1
113,108.0,1,10,13,4,1,0,2018,1,0
0,0.0,0,10,15,4,0,0,2017,2,0
0,89.0,0,5,9,4,0,1,2018,2,0
213,130.0,0,6,7,3,3,0,2018,2,1
8,92.95,1,1,2,4,1,2,2018,2,0
41,65.02,0,12,27,4,1,2,2017,2,0
83,80.75,0,3,28,3,4,1,2018,2,0
20,85.5,1,9,25,3,0,2,2018,2,0
38,145.8,1,9,21,4,2,1,2017,2,0
80,117.9,1,8,12,4,2,0,2018,2,0
91,112.5,0,8,21,4,0,2,2018,1,0
317,120.0,0,9,15,3,2,0,2018,2,1
61,115.25,1,9,3,3,2,2,2018,2,0
7,81.0,2,2,5,4,1,0,2018,2,0
3,110.21,0,5,2,3,2,1,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,0
161,130.0,0,3,25,3,2,1,2018,2,1
51,65.0,0,5,22,2,0,1,2018,1,0
28,115.37,1,8,28,4,4,2,2018,2,1
39,115.0,1,3,13,3,1,2,2018,3,0
271,95.0,0,9,21,3,3,0,2018,1,1
1,68.5,1,1,8,4,2,0,2018,2,0
5,90.0,1,8,10,4,5,1,2017,2,0
39,109.0,0,8,14,3,2,0,2017,2,0
5,1.6,0,12,22,1,5,0,2017,2,0
5,67.0,0,8,30,2,3,0,2018,1,0
45,108.79,0,4,24,4,3,2,2018,2,0
11,106.35,1,11,5,4,4,2,2018,1,0
42,80.3,0,2,20,4,1,0,2018,2,0
150,135.0,0,10,3,4,2,1,2018,2,1
23,75.0,1,10,21,3,3,0,2017,2,0
42,171.9,1,6,23,4,1,0,2018,2,1
38,125.1,0,9,18,4,0,2,2018,2,1
245,58.36,1,12,27,4,5,2,2018,2,1
6,136.75,1,9,27,4,3,2,2017,2,0
170,96.9,2,9,12,3,1,0,2017,2,0
123,94.5,1,5,17,4,3,0,2018,2,0
12,12.0,1,8,25,4,2,0,2017,2,0
88,112.01,1,5,29,4,2,2,2018,2,0
88,132.3,3,10,8,4,2,2,2018,2,0
18,187.0,0,7,23,4,1,1,2018,1,0
338,87.3,0,12,15,4,3,0,2018,2,1
5,65.0,0,5,10,2,1,0,2018,1,0
29,102.8,1,4,16,4,3,2,2018,2,0
124,94.5,0,8,8,3,1,2,2017,2,1
33,138.0,2,10,25,4,5,0,2018,2,0
1,124.0,0,6,26,4,0,2,2018,2,0
0,80.0,0,12,25,4,0,2,2018,2,0
150,231.6,0,8,19,4,2,1,2018,2,1
159,83.5,2,10,30,4,2,2,2018,2,1
22,89.0,2,9,12,4,0,1,2018,2,0
196,99.45,0,8,22,4,5,1,2018,2,1
108,153.9,0,5,27,3,2,2,2018,1,0
105,131.4,0,8,26,4,2,1,2018,2,1
35,94.5,1,4,22,4,2,1,2018,1,0
93,79.2,1,12,18,4,1,2,2018,2,0
71,93.08,1,4,24,4,2,2,2018,2,0
39,77.5,1,3,4,4,2,0,2018,1,0
28,85.0,0,10,20,3,3,0,2018,2,0
78,108.45,1,4,6,4,4,0,2018,2,0
0,79.0,1,11,12,4,1,0,2017,1,0
102,80.0,0,10,16,4,2,0,2017,1,1
6,75.0,0,12,27,2,0,1,2017,2,0
162,158.56,0,12,26,4,5,2,2018,2,0
37,152.1,0,7,28,4,2,0,2018,2,1
112,120.0,1,6,2,3,3,0,2018,2,0
12,112.42,0,5,30,4,2,1,2018,1,1
110,101.58,1,5,5,4,3,1,2018,2,0
100,140.0,1,9,28,3,4,0,2018,2,0
47,119.17,0,4,25,4,4,1,2018,2,1
5,1.0,0,3,8,4,2,0,2018,1,0
12,91.0,1,2,18,4,3,1,2018,2,0
4,140.0,1,10,3,4,2,1,2018,2,0
159,130.05,1,8,3,4,4,0,2018,3,1
62,125.63,1,4,2,4,3,2,2018,3,1
265,100.3,0,10,9,4,3,2,2018,2,1
85,125.1,3,5,13,4,1,0,2018,2,0
136,90.9,0,8,26,4,2,0,2018,1,0
149,80.75,1,6,25,3,1,2,2018,2,0
199,95.4,1,5,2,4,3,1,2018,2,1
128,81.25,0,7,7,3,3,2,2018,2,0
17,89.71,1,10,2,4,2,0,2017,2,0
162,70.0,0,9,17,3,3,0,2017,2,0
4,125.0,1,5,1,4,0,1,2018,1,0
14,189.5,1,11,7,4,1,1,2018,1,0
204,72.75,0,10,9,3,2,2,2017,2,0
83,106.38,1,10,31,4,4,1,2018,2,0
101,150.3,0,8,24,4,4,0,2018,3,1
154,189.9,0,6,12,4,1,2,2018,2,1
9,89.0,0,4,8,4,1,0,2018,2,1
15,91.0,1,2,16,4,2,0,2018,2,1
185,95.4,0,11,15,4,3,0,2018,2,1
34,60.0,0,11,1,3,1,2,2017,2,0
26,65.0,0,7,11,2,0,1,2018,1,0
320,115.0,1,8,18,3,2,0,2018,2,1
4,99.51,2,11,19,4,5,2,2018,2,0
3,67.0,0,9,19,2,0,1,2018,1,0
85,105.0,0,12,8,3,3,0,2018,3,0
212,78.0,0,5,20,4,3,2,2018,2,1
338,90.67,1,10,7,3,2,1,2018,2,0
0,114.0,0,9,13,4,0,1,2017,2,0
7,139.0,1,9,11,4,0,2,2018,2,0
95,137.1,1,6,16,4,3,0,2018,2,0
8,174.0,2,9,3,4,2,0,2017,2,0
76,76.5,2,7,7,4,3,0,2017,2,0
51,139.28,0,9,3,4,2,2,2018,2,1
0,81.0,0,8,6,4,1,0,2017,2,0
15,81.0,1,11,6,4,2,0,2017,1,0
2,117.75,2,2,10,4,4,0,2018,2,0
16,129.33,0,4,5,4,3,0,2018,2,1
16,91.8,0,12,29,4,3,1,2018,2,0
14,67.0,0,12,5,2,0,1,2018,1,0
11,155.0,1,8,25,4,1,0,2018,2,0
91,105.3,1,7,23,4,3,2,2018,2,0
12,65.0,0,10,7,2,1,0,2017,1,0
102,79.29,0,6,25,3,10,4,2018,2,1
108,108.0,2,10,17,4,3,1,2018,2,0
133,189.0,0,7,23,4,1,0,2018,3,1
0,0.0,1,10,28,1,2,0,2017,2,0
41,81.08,0,4,21,4,1,0,2018,2,1
2,101.0,1,4,21,4,1,0,2018,2,0
26,77.0,0,10,19,3,2,1,2017,1,0
29,132.05,0,9,9,4,2,0,2018,2,1
302,100.0,0,9,16,3,2,1,2018,2,1
256,76.67,0,9,14,3,2,1,2017,2,0
173,73.37,1,6,19,4,2,2,2018,2,0
103,61.5,2,3,3,3,3,0,2018,2,0
3,95.0,0,11,10,0,1,0,2018,1,0
66,79.0,1,12,24,4,1,2,2018,2,0
114,75.0,0,7,1,3,2,1,2018,1,1
0,81.55,0,6,17,4,1,0,2018,2,0
11,87.01,1,9,6,4,3,0,2018,1,0
245,81.77,1,9,15,4,1,0,2018,2,1
123,105.3,0,8,1,4,3,1,2018,2,1
74,101.5,0,9,18,3,2,0,2017,2,0
3,94.0,2,8,13,4,4,2,2017,2,0
101,62.0,0,1,1,3,3,2,2018,2,0
377,115.0,1,10,14,3,2,0,2018,2,1
11,160.0,0,5,24,3,3,0,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,1
46,243.9,1,9,20,4,3,0,2018,3,1
73,137.7,2,4,15,4,2,1,2018,3,0
336,78.0,0,9,21,3,4,1,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,0
10,80.0,0,3,14,3,2,1,2018,2,0
3,194.0,2,9,22,4,1,0,2018,2,0
34,124.65,0,3,24,4,3,1,2018,2,1
19,65.0,0,11,14,2,0,1,2018,1,0
69,72.9,1,3,12,4,1,1,2018,2,1
2,55.74,0,2,14,3,5,2,2018,1,0
5,109.0,0,7,29,4,1,0,2018,2,0
235,96.3,1,8,6,4,1,1,2018,2,0
221,60.0,0,10,17,3,1,2,2017,1,0
0,60.0,0,2,27,3,1,0,2018,1,0
163,100.0,0,6,5,3,2,2,2018,1,1
5,65.0,1,10,3,2,0,1,2018,1,0
24,107.1,1,6,13,4,3,1,2018,2,0
172,72.84,1,7,18,4,5,2,2018,2,0
12,60.0,0,8,5,2,3,0,2017,1,0
271,87.3,0,12,3,3,1,2,2018,2,0
11,78.8,0,6,14,4,1,0,2018,1,0
60,65.0,1,10,12,3,1,1,2017,2,0
6,121.67,1,5,16,4,2,1,2018,2,0
0,150.0,1,8,17,4,1,0,2018,2,0
55,207.0,2,10,18,4,5,1,2018,2,0
68,78.3,0,2,13,4,1,1,2018,2,1
0,98.1,0,10,1,4,1,2,2018,2,0
1,111.0,2,2,3,4,4,0,2018,2,0
0,115.0,0,8,10,4,0,1,2017,2,0
33,63.0,0,11,20,3,1,2,2018,2,0
20,211.0,2,6,8,4,4,0,2018,2,0
1,156.0,2,8,25,4,2,0,2017,2,0
105,168.3,2,9,16,4,2,0,2018,3,0
27,120.0,0,6,9,3,1,0,2018,2,0
4,78.0,2,12,15,4,1,0,2018,2,0
8,54.4,0,12,16,4,2,0,2018,1,0
17,78.0,0,11,27,4,1,2,2018,1,0
4,176.0,2,3,26,4,1,2,2018,3,0
57,79.2,1,11,1,4,4,0,2018,2,0
72,132.3,3,10,9,4,0,1,2018,2,0
30,88.0,2,12,11,4,0,2,2018,2,0
3,65.0,0,12,6,2,0,1,2017,1,0
132,140.27,0,7,31,4,5,2,2018,3,1
83,84.9,1,4,4,4,2,1,2018,2,0
0,115.0,1,5,23,3,0,1,2018,1,0
4,81.0,2,2,25,4,1,0,2018,2,0
142,129.0,1,6,10,4,2,1,2018,2,0
335,80.0,0,10,13,3,3,0,2018,1,0
4,107.0,0,5,21,3,1,0,2018,2,0
111,102.75,1,5,9,4,3,1,2018,2,0
66,85.38,0,3,13,4,5,2,2018,2,1
103,126.72,0,10,21,4,3,2,2018,2,1
76,135.0,1,10,12,4,4,2,2018,2,1
33,139.52,0,4,24,4,4,2,2018,1,1
176,198.9,0,9,15,4,3,0,2018,2,1
9,54.9,0,1,18,4,4,1,2018,1,0
12,146.0,2,6,14,4,4,0,2018,2,0
49,115.2,2,12,5,4,1,2,2017,2,0
86,192.86,1,10,20,4,3,0,2018,4,0
